activePeers,direction,level,msg,current_slot,max_slot,estimated_time_remaining,multiAddr,prefix,time,required,suitable,blocksPerSecond,peers,root,slot
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:30:05Z,,,,,c63bfbc9bbce,425984
,,info,Processing block batch of size 47 starting from  0xcba9cb2f,426116,463349, 1h23m17s,,initial-sync,2020-10-07T21:30:06Z,,,7.5,32,,
,,info,Processing block batch of size 44 starting from  0x6cd198ff,426181,463350, 1h26m38s,,initial-sync,2020-10-07T21:30:13Z,,,7.2,32,,
,,info,Processing block batch of size 55 starting from  0xc44e5bb4,426244,463350, 1h24m43s,,initial-sync,2020-10-07T21:30:19Z,,,7.3,32,,
,,info,Processing block batch of size 43 starting from  0x53aacad5,426309,463351, 1h26m57s,,initial-sync,2020-10-07T21:30:27Z,,,7.1,32,,
,,info,Processing block batch of size 46 starting from  0x4c08f94a,426372,463352, 1h25m36s,,initial-sync,2020-10-07T21:30:33Z,,,7.2,32,,
,,info,Processing block batch of size 43 starting from  0xad3f38d4,426436,463352, 1h33m13s,,initial-sync,2020-10-07T21:30:40Z,,,6.6,32,,
,,info,Processing block batch of size 41 starting from  0x19537a24,426501,463353, 1h34m29s,,initial-sync,2020-10-07T21:30:47Z,,,6.5,32,,
,,info,Processing block batch of size 44 starting from  0xc81c6206,426564,463353, 1h35m48s,,initial-sync,2020-10-07T21:30:53Z,,,6.4,32,,
,,info,Processing block batch of size 44 starting from  0x7b5ef2dc,426628,463354, 1h34m53s,,initial-sync,2020-10-07T21:31:00Z,,,6.5,32,,
,,info,Processing block batch of size 40 starting from  0x05fac8bd,426692,463354, 1h35m28s,,initial-sync,2020-10-07T21:31:07Z,,,6.4,32,,
,,info,Processing block batch of size 36 starting from  0x4fb2f563,426758,463355, 1h14m23s,,initial-sync,2020-10-07T21:31:13Z,,,8.2,32,,
,,info,Processing block batch of size 50 starting from  0x2ee0f41f,426820,463355, 1h11m38s,,initial-sync,2020-10-07T21:31:19Z,,,8.5,32,,
,,info,Processing block batch of size 44 starting from  0x1eae8512,426884,463356, 1h11m30s,,initial-sync,2020-10-07T21:31:26Z,,,8.5,32,,
,,info,Processing block batch of size 44 starting from  0xb8c342b6,426949,463357, 1h27m56s,,initial-sync,2020-10-07T21:31:32Z,,,6.9,32,,
,,info,Processing block batch of size 49 starting from  0x5e6a6aa7,427013,463357, 1h28m25s,,initial-sync,2020-10-07T21:31:39Z,,,6.8,32,,
,,info,Processing block batch of size 43 starting from  0xd3160700,427076,463358, 1h28m55s,,initial-sync,2020-10-07T21:31:46Z,,,6.8,32,,
,,info,Processing block batch of size 45 starting from  0xc3464a1a,427140,463358, 1h28m7s,,initial-sync,2020-10-07T21:31:53Z,,,6.8,32,,
,,info,Processing block batch of size 48 starting from  0x91194995,427204,463359, 1h28m36s,,initial-sync,2020-10-07T21:31:59Z,,,6.8,32,,
,,info,Processing block batch of size 44 starting from  0x85038ccd,427268,463359, 1h27m48s,,initial-sync,2020-10-07T21:32:06Z,,,6.8,32,,
31,,info,Peer disconnected,,,,/ip4/91.223.175.173/tcp/9000/p2p/16Uiu2HAm9ZbWN7hWTAEmj3A243c2KkAN2hBVyEDjYd1xtuZyTfna,p2p,2020-10-07T21:32:08Z,,,,,,
,,info,Processing block batch of size 53 starting from  0x3ae3b702,427332,463360, 1h22m49s,,initial-sync,2020-10-07T21:32:13Z,,,7.2,31,,
,,info,Processing block batch of size 48 starting from  0xac7da0cf,427397,463361, 1h22m40s,,initial-sync,2020-10-07T21:32:21Z,,,7.2,31,,
,,info,Processing block batch of size 46 starting from  0xa4ccb9ce,427461,463361, 1h21m24s,,initial-sync,2020-10-07T21:32:28Z,,,7.3,31,,
,,info,Processing block batch of size 44 starting from  0xf980cad6,427527,463362, 1h26m33s,,initial-sync,2020-10-07T21:32:35Z,,,6.9,31,,
30,,info,Peer disconnected,,,,/ip4/99.156.84.164/tcp/9000/p2p/16Uiu2HAmComVA8ivc9WDXj1eVumZCbYNN6x1LdBHenoADepdb8eo,p2p,2020-10-07T21:32:37Z,,,,,,
,,info,Processing block batch of size 54 starting from  0xe6e67110,427588,463362, 1h22m48s,,initial-sync,2020-10-07T21:32:42Z,,,7.2,30,,
,,info,Processing block batch of size 49 starting from  0x52e632fc,427652,463363, 1h20m58s,,initial-sync,2020-10-07T21:32:50Z,,,7.3,30,,
,,info,Processing block batch of size 45 starting from  0xef5cbe7b,427716,463364, 1h20m17s,,initial-sync,2020-10-07T21:32:57Z,,,7.4,30,,
,,info,Processing block batch of size 52 starting from  0x6bd0de34,427780,463364, 1h21m14s,,initial-sync,2020-10-07T21:33:03Z,,,7.3,30,,
,,info,Processing block batch of size 42 starting from  0x766f3be8,427844,463365, 1h25m10s,,initial-sync,2020-10-07T21:33:11Z,,,7,30,,
,,info,Processing block batch of size 43 starting from  0x6551d180,427909,463365, 1h26m16s,,initial-sync,2020-10-07T21:33:18Z,,,6.8,30,,
,,info,Processing block batch of size 45 starting from  0xb566ddb8,427974,463366, 1h30m44s,,initial-sync,2020-10-07T21:33:25Z,,,6.5,30,,
,,info,Processing block batch of size 51 starting from  0x112547ee,428036,463366, 1h24m43s,,initial-sync,2020-10-07T21:33:31Z,,,7,30,,
,,info,Processing block batch of size 46 starting from  0x2a63f5de,428100,463367, 1h22m47s,,initial-sync,2020-10-07T21:33:39Z,,,7.1,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:33:46Z,,,,,8a9d1c9a7be7,428031
,,info,Processing block batch of size 52 starting from  0x2bc41654,428165,463368, 1h18m45s,,initial-sync,2020-10-07T21:33:46Z,,,7.5,30,,
,,info,Processing block batch of size 45 starting from  0x2494e846,428229,463368, 1h21m54s,,initial-sync,2020-10-07T21:33:53Z,,,7.2,30,,
,,info,Processing block batch of size 47 starting from  0x42e8838b,428293,463369, 1h21m11s,,initial-sync,2020-10-07T21:34:00Z,,,7.2,30,,
,,info,Processing block batch of size 51 starting from  0x03d63068,428356,463369, 1h21m36s,,initial-sync,2020-10-07T21:34:06Z,,,7.2,30,,
,,info,Processing block batch of size 54 starting from  0xe142eda6,428420,463370, 1h16m38s,,initial-sync,2020-10-07T21:34:13Z,,,7.6,30,,
,,info,Processing block batch of size 48 starting from  0x7398b122,428485,463371, 1h16m0s,,initial-sync,2020-10-07T21:34:20Z,,,7.7,30,,
,,info,Processing block batch of size 44 starting from  0x2de6ce8b,428549,463371, 1h19m30s,,initial-sync,2020-10-07T21:34:27Z,,,7.3,30,,
,,info,Processing block batch of size 51 starting from  0x3de83f7a,428612,463372, 1h21m1s,,initial-sync,2020-10-07T21:34:35Z,,,7.2,30,,
,,info,Processing block batch of size 50 starting from  0x354a8b99,428676,463372, 1h19m45s,,initial-sync,2020-10-07T21:34:43Z,,,7.2,30,,
,,info,Processing block batch of size 51 starting from  0x3e109b04,428741,463373, 1h15m56s,,initial-sync,2020-10-07T21:34:51Z,,,7.6,30,,
,,info,Processing block batch of size 48 starting from  0x3cb7930f,428804,463374, 1h17m20s,,initial-sync,2020-10-07T21:34:58Z,,,7.5,30,,
,,info,Processing block batch of size 38 starting from  0x17b1130c,428869,463374, 1h23m57s,,initial-sync,2020-10-07T21:35:05Z,,,6.8,30,,
,,info,Processing block batch of size 54 starting from  0x06e0c5d8,428932,463375, 1h22m0s,,initial-sync,2020-10-07T21:35:12Z,,,7,30,,
,,info,Processing block batch of size 47 starting from  0x31889ead,428996,463376, 1h22m26s,,initial-sync,2020-10-07T21:35:20Z,,,7,30,,
,,info,Processing block batch of size 45 starting from  0x797716df,429063,463376, 1h18m20s,,initial-sync,2020-10-07T21:35:26Z,,,7.3,30,,
,,info,Processing block batch of size 47 starting from  0xb8f11861,429124,463377, 1h22m8s,,initial-sync,2020-10-07T21:35:33Z,,,7,30,,
,,info,Processing block batch of size 56 starting from  0x949de117,429188,463377, 1h17m0s,,initial-sync,2020-10-07T21:35:41Z,,,7.4,30,,
,,info,Processing block batch of size 50 starting from  0xcecaae82,429252,463378, 1h14m20s,,initial-sync,2020-10-07T21:35:49Z,,,7.7,30,,
,,info,Processing block batch of size 48 starting from  0xbf26af72,429316,463379, 1h13m43s,,initial-sync,2020-10-07T21:35:56Z,,,7.7,30,,
,,info,Processing block batch of size 56 starting from  0x5fcd6901,429381,463379, 1h13m35s,,initial-sync,2020-10-07T21:36:03Z,,,7.7,30,,
,,info,Processing block batch of size 43 starting from  0xaf48b1f7,429444,463380, 1h16m57s,,initial-sync,2020-10-07T21:36:11Z,,,7.3,30,,
,,info,Processing block batch of size 45 starting from  0xae5aa12d,429509,463380, 1h18m24s,,initial-sync,2020-10-07T21:36:19Z,,,7.2,30,,
,,info,Processing block batch of size 53 starting from  0xce5687fb,429573,463381, 1h19m55s,,initial-sync,2020-10-07T21:36:25Z,,,7,30,,
,,info,Processing block batch of size 49 starting from  0x27e5e824,429636,463382, 1h16m31s,,initial-sync,2020-10-07T21:36:33Z,,,7.3,30,,
,,info,Processing block batch of size 44 starting from  0xfa6554c2,429701,463382, 1h16m53s,,initial-sync,2020-10-07T21:36:41Z,,,7.3,30,,
,,info,Processing block batch of size 54 starting from  0x82001946,429764,463383, 1h16m14s,,initial-sync,2020-10-07T21:36:48Z,,,7.3,30,,
29,,info,Peer disconnected,,,,/ip4/167.99.6.252/tcp/9000/p2p/16Uiu2HAmRDT4hcxhzfBpCAhfmtP33KovCr3h5MJQMvnQdoxFZ3tB,p2p,2020-10-07T21:36:50Z,,,,,,
,,info,Processing block batch of size 45 starting from  0xd7831a8b,429830,463384, 1h18m12s,,initial-sync,2020-10-07T21:36:56Z,,,7.2,29,,
,,info,Processing block batch of size 51 starting from  0x55363139,429892,463384, 1h14m25s,,initial-sync,2020-10-07T21:37:03Z,,,7.5,29,,
31,2,info,Peer connected,,,,/ip4/142.117.232.26/tcp/9000/p2p/16Uiu2HAm2hQy98Rfj1w2V4NV47oyEmhGxLk3mCu8w9JTwnzEb4cr,p2p,2020-10-07T21:37:07Z,,,,,,
31,2,info,Peer connected,,,,/ip4/108.12.46.15/tcp/9000/p2p/16Uiu2HAmFkxRAY3Kq726QnyaNJEUhcyRUm5wJpujhXL2GpeU79B6,p2p,2020-10-07T21:37:07Z,,,,,,
,,info,Processing block batch of size 50 starting from  0xc5510871,429956,463385, 1h16m19s,,initial-sync,2020-10-07T21:37:10Z,,,7.3,31,,
30,,info,Peer disconnected,,,,/ip4/142.117.232.26/tcp/9000/p2p/16Uiu2HAm2hQy98Rfj1w2V4NV47oyEmhGxLk3mCu8w9JTwnzEb4cr,p2p,2020-10-07T21:37:12Z,,,,,,
,,info,Processing block batch of size 52 starting from  0x89c4ca5e,430020,463385, 1h12m41s,,initial-sync,2020-10-07T21:37:17Z,,,7.7,30,,
29,,info,Peer disconnected,,,,/ip4/108.12.46.15/tcp/9000/p2p/16Uiu2HAmFkxRAY3Kq726QnyaNJEUhcyRUm5wJpujhXL2GpeU79B6,p2p,2020-10-07T21:37:25Z,,,,,,
,,info,Processing block batch of size 45 starting from  0x619cb56c,430084,463386, 1h15m30s,,initial-sync,2020-10-07T21:37:25Z,,,7.3,29,,
30,2,info,Peer connected,,,,/ip4/52.5.221.21/tcp/30303/p2p/16Uiu2HAm2igrrt35bXJWADutbnvNnjtdf3Ga3kEh1txbhqs8uh5c,p2p,2020-10-07T21:37:31Z,,,,,,
,,info,Processing block batch of size 42 starting from  0xf2ea94a3,430148,463387, 1h19m42s,,initial-sync,2020-10-07T21:37:32Z,,,7,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:37:39Z,,,,,dce3a3a6227a,430080
,,info,Processing block batch of size 47 starting from  0xe19eb716,430212,463387, 1h22m31s,,initial-sync,2020-10-07T21:37:39Z,,,6.7,30,,
,,info,Processing block batch of size 48 starting from  0x4cf2dc1e,430277,463388, 1h20m33s,,initial-sync,2020-10-07T21:37:46Z,,,6.8,30,,
,,info,Processing block batch of size 46 starting from  0xab20073a,430340,463388, 1h18m7s,,initial-sync,2020-10-07T21:37:53Z,,,7,30,,
,,info,Processing block batch of size 48 starting from  0xd0456db8,430404,463389, 1h17m25s,,initial-sync,2020-10-07T21:38:00Z,,,7.1,30,,
,,info,Processing block batch of size 46 starting from  0x8bfb49cc,430469,463390, 1h18m23s,,initial-sync,2020-10-07T21:38:08Z,,,7,30,,
,,info,Processing block batch of size 46 starting from  0x3ad6f6cd,430532,463390, 1h18m14s,,initial-sync,2020-10-07T21:38:16Z,,,7,30,,
,,info,Processing block batch of size 51 starting from  0x30f064d8,430596,463391, 1h16m26s,,initial-sync,2020-10-07T21:38:23Z,,,7.2,30,,
,,info,Processing block batch of size 51 starting from  0x6121aa9a,430660,463391, 1h13m43s,,initial-sync,2020-10-07T21:38:30Z,,,7.4,30,,
,,info,Processing block batch of size 49 starting from  0x4fe7c39a,430724,463392, 1h12m6s,,initial-sync,2020-10-07T21:38:38Z,,,7.5,30,,
,,info,Processing block batch of size 45 starting from  0x091ed079,430788,463393, 1h14m57s,,initial-sync,2020-10-07T21:38:45Z,,,7.2,30,,
,,info,Processing block batch of size 44 starting from  0x92356e5f,430852,463393, 1h18m36s,,initial-sync,2020-10-07T21:38:53Z,,,6.9,30,,
,,info,Processing block batch of size 48 starting from  0x150c93f2,430916,463394, 1h19m1s,,initial-sync,2020-10-07T21:38:59Z,,,6.8,30,,
,,info,Processing block batch of size 42 starting from  0xa8bb335b,430981,463394, 1h20m37s,,initial-sync,2020-10-07T21:39:06Z,,,6.7,30,,
,,info,Processing block batch of size 51 starting from  0xeaa36775,431044,463395, 1h16m28s,,initial-sync,2020-10-07T21:39:13Z,,,7,30,,
,,info,Processing block batch of size 46 starting from  0x62f39e24,431109,463396, 1h17m25s,,initial-sync,2020-10-07T21:39:20Z,,,7,30,,
,,info,Processing block batch of size 46 starting from  0x5e61b531,431172,463396, 1h15m6s,,initial-sync,2020-10-07T21:39:27Z,,,7.2,30,,
,,info,Processing block batch of size 46 starting from  0xd87d1fc1,431236,463397, 1h17m41s,,initial-sync,2020-10-07T21:39:34Z,,,6.9,30,,
,,info,Processing block batch of size 50 starting from  0x3861b70e,431300,463397, 1h15m20s,,initial-sync,2020-10-07T21:39:41Z,,,7.1,30,,
,,info,Processing block batch of size 47 starting from  0x9cae3e5b,431364,463398, 1h14m40s,,initial-sync,2020-10-07T21:39:49Z,,,7.2,30,,
,,info,Processing block batch of size 46 starting from  0x5d13fe22,431429,463399, 1h14m31s,,initial-sync,2020-10-07T21:39:56Z,,,7.2,30,,
,,info,Processing block batch of size 54 starting from  0x484edfa9,431493,463399, 1h12m20s,,initial-sync,2020-10-07T21:40:03Z,,,7.3,30,,
,,info,Processing block batch of size 47 starting from  0xc377a360,431556,463400, 1h12m12s,,initial-sync,2020-10-07T21:40:10Z,,,7.3,30,,
,,info,Processing block batch of size 49 starting from  0x01294978,431620,463400, 1h10m37s,,initial-sync,2020-10-07T21:40:17Z,,,7.5,30,,
,,info,Processing block batch of size 43 starting from  0xfb2f1d7a,431686,463401, 1h16m3s,,initial-sync,2020-10-07T21:40:23Z,,,7,30,,
,,info,Processing block batch of size 48 starting from  0xd0324e65,431748,463401, 1h15m21s,,initial-sync,2020-10-07T21:40:30Z,,,7,30,,
,,info,Processing block batch of size 50 starting from  0xb5b12425,431812,463402, 1h14m40s,,initial-sync,2020-10-07T21:40:37Z,,,7,30,,
,,info,Processing block batch of size 53 starting from  0x7478ea97,431878,463403, 1h9m35s,,initial-sync,2020-10-07T21:40:45Z,,,7.5,30,,
,,info,Processing block batch of size 48 starting from  0xcf68e8c9,431940,463403, 1h9m27s,,initial-sync,2020-10-07T21:40:53Z,,,7.5,30,,
,,info,Processing block batch of size 52 starting from  0xba708e0c,432004,463404, 1h8m24s,,initial-sync,2020-10-07T21:41:00Z,,,7.7,30,,
,,info,Processing block batch of size 52 starting from  0x9e00b876,432068,463405, 1h8m43s,,initial-sync,2020-10-07T21:41:08Z,,,7.6,30,,
,,info,Processing block batch of size 46 starting from  0xe4645422,432132,463405, 1h9m29s,,initial-sync,2020-10-07T21:41:15Z,,,7.5,30,,
,,info,Processing block batch of size 50 starting from  0xcd5e7c7b,432196,463406, 1h10m17s,,initial-sync,2020-10-07T21:41:21Z,,,7.4,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:41:28Z,,,,,f860c580fa20,432128
,,info,Processing block batch of size 45 starting from  0xcb4d9355,432261,463406, 1h13m37s,,initial-sync,2020-10-07T21:41:28Z,,,7,30,,
,,info,Processing block batch of size 41 starting from  0x3fd4d56c,432324,463407, 56m55s,,initial-sync,2020-10-07T21:41:35Z,,,9.1,30,,
,,info,Processing block batch of size 44 starting from  0x1bef4214,432389,463407, 1h19m32s,,initial-sync,2020-10-07T21:41:41Z,,,6.5,30,,
,,info,Processing block batch of size 44 starting from  0x017d8a92,432452,463408, 59m18s,,initial-sync,2020-10-07T21:41:48Z,,,8.7,30,,
,,info,Processing block batch of size 43 starting from  0xbc58427c,432516,463408, 1h18m36s,,initial-sync,2020-10-07T21:41:55Z,,,6.5,30,,
,,info,Processing block batch of size 50 starting from  0x78f6cd77,432580,463409, 1h15m0s,,initial-sync,2020-10-07T21:42:02Z,,,6.8,30,,
,,info,Processing block batch of size 45 starting from  0xa837f874,432644,463410, 1h14m18s,,initial-sync,2020-10-07T21:42:08Z,,,6.9,30,,
,,info,Processing block batch of size 54 starting from  0xeb471ed4,432708,463410, 1h8m41s,,initial-sync,2020-10-07T21:42:15Z,,,7.5,30,,
,,info,Processing block batch of size 46 starting from  0x527bc0ca,432772,463411, 1h10m26s,,initial-sync,2020-10-07T21:42:23Z,,,7.2,30,,
29,,info,Peer disconnected,,,,/ip4/95.111.234.216/tcp/9001/p2p/16Uiu2HAmLx3Gtg9btvy5xU2GXSiUwUrCRmvPjcjSanV89kiK57E6,p2p,2020-10-07T21:42:28Z,,,,,,
,,info,Processing block batch of size 51 starting from  0x5590d3de,432836,463411, 1h7m29s,,initial-sync,2020-10-07T21:42:30Z,,,7.5,29,,
,,info,Processing block batch of size 49 starting from  0x588a2987,432905,463412, 1h9m39s,,initial-sync,2020-10-07T21:42:37Z,,,7.3,29,,
32,2,info,Peer connected,,,,/ip4/82.248.90.211/tcp/9000/p2p/16Uiu2HAmDyvY6nZTnZKPqk4bcU5Dd2CB9mRqNM3ACcMieXWJRvWH,p2p,2020-10-07T21:42:40Z,,,,,,
34,2,info,Peer connected,,,,/ip4/3.126.177.55/tcp/9001/p2p/16Uiu2HAm1taD6Yvr8mEsrU3fo8fT66PnPqKQrr3mkdxseBuGSpef,p2p,2020-10-07T21:42:42Z,,,,,,
,,info,Processing block batch of size 51 starting from  0x74832384,432964,463413, 1h7m12s,,initial-sync,2020-10-07T21:42:44Z,,,7.5,31,,
34,2,info,Peer connected,,,,/ip4/46.4.51.137/tcp/9000/p2p/16Uiu2HAm2C9yxm5coEYnrWD57AUFZAPRu4Fv39BG6LyjUPTkvrTo,p2p,2020-10-07T21:42:46Z,,,,,,
34,2,info,Peer connected,,,,/ip4/82.27.128.22/tcp/9001/p2p/16Uiu2HAmLuRHM2QgvY3n9ZrGCkGTSikGehaJESqW5iaAXBrDgnMe,p2p,2020-10-07T21:42:46Z,,,,,,
34,2,info,Peer connected,,,,/ip4/162.255.89.193/tcp/9000/p2p/16Uiu2HAmH31hwJ3MNdcMAY7gnNP6pGqZ6RK3v2pVkDUrjDp3PkCm,p2p,2020-10-07T21:42:46Z,,,,,,
,,info,Processing block batch of size 43 starting from  0xea2bc2fb,433028,463413, 1h10m49s,,initial-sync,2020-10-07T21:42:51Z,,,7.2,34,,
,,info,Processing block batch of size 47 starting from  0x6f2a5c1f,433092,463414, 1h11m40s,,initial-sync,2020-10-07T21:42:57Z,,,7,34,,
33,,info,Peer disconnected,,,,/ip4/82.27.128.22/tcp/9001/p2p/16Uiu2HAmLuRHM2QgvY3n9ZrGCkGTSikGehaJESqW5iaAXBrDgnMe,p2p,2020-10-07T21:43:00Z,,,,,,
32,,info,Peer disconnected,,,,/ip4/46.4.51.137/tcp/9000/p2p/16Uiu2HAm2C9yxm5coEYnrWD57AUFZAPRu4Fv39BG6LyjUPTkvrTo,p2p,2020-10-07T21:43:04Z,,,,,,
,,info,Processing block batch of size 46 starting from  0x56873a0d,433156,463414, 1h14m9s,,initial-sync,2020-10-07T21:43:05Z,,,6.8,32,,
,,info,Processing block batch of size 45 starting from  0x9d81584c,433220,463415, 1h12m56s,,initial-sync,2020-10-07T21:43:12Z,,,6.9,32,,
30,,info,Peer disconnected,,,,/ip4/162.255.89.193/tcp/9000/p2p/16Uiu2HAmH31hwJ3MNdcMAY7gnNP6pGqZ6RK3v2pVkDUrjDp3PkCm,p2p,2020-10-07T21:43:18Z,,,,,,
,,info,Processing block batch of size 55 starting from  0xfb45df1f,433284,463415, 1h8m47s,,initial-sync,2020-10-07T21:43:19Z,,,7.3,30,,
,,info,Processing block batch of size 51 starting from  0x28419155,433348,463416, 1h6m22s,,initial-sync,2020-10-07T21:43:27Z,,,7.5,30,,
,,info,Processing block batch of size 52 starting from  0x556cfac9,433412,463417, 1h3m18s,,initial-sync,2020-10-07T21:43:34Z,,,7.9,30,,
,,info,Processing block batch of size 55 starting from  0x00ec7b88,433476,463417, 1h3m10s,,initial-sync,2020-10-07T21:43:42Z,,,7.9,30,,
,,info,Processing block batch of size 49 starting from  0x959ed067,433541,463418, 1h3m50s,,initial-sync,2020-10-07T21:43:51Z,,,7.8,30,,
,,info,Processing block batch of size 51 starting from  0x0764621c,433604,463419, 1h4m7s,,initial-sync,2020-10-07T21:43:58Z,,,7.8,30,,
,,info,Processing block batch of size 45 starting from  0x26bf54a7,433668,463419, 1h8m23s,,initial-sync,2020-10-07T21:44:05Z,,,7.2,30,,
,,info,Processing block batch of size 47 starting from  0xfae0255a,433732,463420, 1h9m12s,,initial-sync,2020-10-07T21:44:12Z,,,7.2,30,,
,,info,Processing block batch of size 52 starting from  0x2db6b25a,433796,463421, 1h8m34s,,initial-sync,2020-10-07T21:44:20Z,,,7.2,30,,
,,info,Processing block batch of size 43 starting from  0x2b914e51,433860,463421, 1h9m23s,,initial-sync,2020-10-07T21:44:27Z,,,7.1,30,,
,,info,Processing block batch of size 48 starting from  0x6e082c5a,433925,463422, 1h8m45s,,initial-sync,2020-10-07T21:44:33Z,,,7.2,30,,
,,info,Processing block batch of size 44 starting from  0xd39e542f,433989,463422, 1h12m40s,,initial-sync,2020-10-07T21:44:40Z,,,6.8,30,,
,,info,Processing block batch of size 41 starting from  0x29d36aba,434054,463423, 55m37s,,initial-sync,2020-10-07T21:44:46Z,,,8.8,30,,
,,info,Processing block batch of size 52 starting from  0xa86513e1,434116,463423, 1h11m18s,,initial-sync,2020-10-07T21:44:53Z,,,6.8,30,,
,,info,Processing block batch of size 42 starting from  0x4e868732,434181,463424, 1h12m12s,,initial-sync,2020-10-07T21:45:01Z,,,6.8,30,,
,,info,Processing block batch of size 47 starting from  0xc0bd3e2c,434245,463425, 1h8m59s,,initial-sync,2020-10-07T21:45:08Z,,,7,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:45:14Z,,,,,c4b9bd433270,434174
,,info,Processing block batch of size 48 starting from  0x16066111,434308,463425, 1h10m50s,,initial-sync,2020-10-07T21:45:14Z,,,6.8,30,,
,,info,Processing block batch of size 49 starting from  0x54909c05,434372,463426, 1h7m15s,,initial-sync,2020-10-07T21:45:22Z,,,7.2,30,,
,,info,Processing block batch of size 46 starting from  0xa6ebc580,434439,463426, 1h7m34s,,initial-sync,2020-10-07T21:45:29Z,,,7.2,30,,
,,info,Processing block batch of size 54 starting from  0xef158bcf,434501,463427, 1h4m42s,,initial-sync,2020-10-07T21:45:36Z,,,7.5,30,,
,,info,Processing block batch of size 50 starting from  0xc7c9f7df,434564,463427, 1h4m8s,,initial-sync,2020-10-07T21:45:43Z,,,7.5,30,,
,,info,Processing block batch of size 49 starting from  0xe735f768,434629,463428, 1h2m44s,,initial-sync,2020-10-07T21:45:50Z,,,7.7,30,,
,,info,Processing block batch of size 50 starting from  0x8ed58b2d,434692,463429, 1h4m17s,,initial-sync,2020-10-07T21:45:57Z,,,7.5,30,,
,,info,Processing block batch of size 49 starting from  0x0867cfd9,434756,463429, 1h4m34s,,initial-sync,2020-10-07T21:46:04Z,,,7.4,30,,
,,info,Processing block batch of size 56 starting from  0x0d06b354,434820,463430, 1h1m31s,,initial-sync,2020-10-07T21:46:11Z,,,7.8,30,,
,,info,Processing block batch of size 48 starting from  0x11ca878d,434885,463430, 1h2m11s,,initial-sync,2020-10-07T21:46:18Z,,,7.7,30,,
,,info,Processing block batch of size 44 starting from  0x2b30afa9,434949,463431, 1h4m8s,,initial-sync,2020-10-07T21:46:25Z,,,7.4,30,,
29,,info,Peer disconnected,,,,/ip4/164.90.144.65/tcp/9000/p2p/16Uiu2HAm3KvWYrJJWEyZRqu4mrQKrNr3hby5P4JpThWQjbMESkwg,p2p,2020-10-07T21:46:27Z,,,,,,
,,info,Processing block batch of size 47 starting from  0xce456e9c,435012,463431, 1h8m9s,,initial-sync,2020-10-07T21:46:31Z,,,7,29,,
,,info,Processing block batch of size 51 starting from  0xf5395e8c,435076,463432, 1h6m33s,,initial-sync,2020-10-07T21:46:39Z,,,7.1,29,,
32,2,info,Peer connected,,,,/ip4/54.205.85.204/tcp/9001/p2p/16Uiu2HAmSYgs2RRXGEYgTC16caaqan3sjzaM8xsQCekMwi4Jfj42,p2p,2020-10-07T21:46:40Z,,,,,,
32,2,info,Peer connected,,,,/ip4/68.185.171.253/tcp/13000/p2p/16Uiu2HAkuU5bTBws63H62MogsAzyP53bNX4PbyAPZbHWUroZq3T5,p2p,2020-10-07T21:46:40Z,,,,,,
32,2,info,Peer connected,,,,/ip4/217.155.195.176/tcp/9000/p2p/16Uiu2HAm6ry9P1AMMAQKxrExzrmGY68cqg3fyZHdS5CKtYVQS7zR,p2p,2020-10-07T21:46:44Z,,,,,,
,,info,Processing block batch of size 42 starting from  0x5b964446,435140,463433, 1h7m21s,,initial-sync,2020-10-07T21:46:46Z,,,7,32,,
,,info,Processing block batch of size 45 starting from  0xdb2a9eed,435204,463433, 1h8m11s,,initial-sync,2020-10-07T21:46:52Z,,,6.9,32,,
31,,info,Peer disconnected,,,,/ip4/3.126.177.55/tcp/9001/p2p/16Uiu2HAm1taD6Yvr8mEsrU3fo8fT66PnPqKQrr3mkdxseBuGSpef,p2p,2020-10-07T21:46:59Z,,,,,,
,,info,Processing block batch of size 50 starting from  0x070d851f,435268,463434, 1h8m31s,,initial-sync,2020-10-07T21:46:59Z,,,6.8,31,,
,,info,Processing block batch of size 45 starting from  0x4f28532d,435332,463434, 1h6m54s,,initial-sync,2020-10-07T21:47:06Z,,,7,31,,
,,info,Processing block batch of size 50 starting from  0x38fdb192,435398,463435, 1h4m27s,,initial-sync,2020-10-07T21:47:13Z,,,7.2,31,,
,,info,Processing block batch of size 50 starting from  0x6843e8a7,435460,463436, 1h4m18s,,initial-sync,2020-10-07T21:47:20Z,,,7.2,31,,
,,info,Processing block batch of size 50 starting from  0x08b9b3ed,435524,463436, 1h2m1s,,initial-sync,2020-10-07T21:47:27Z,,,7.5,31,,
,,info,Processing block batch of size 45 starting from  0x1b4e3be9,435588,463437, 1h4m1s,,initial-sync,2020-10-07T21:47:33Z,,,7.2,31,,
,,info,Processing block batch of size 53 starting from  0xd508688d,435654,463437, 1h2m34s,,initial-sync,2020-10-07T21:47:40Z,,,7.4,31,,
30,,info,Peer disconnected,,,,/ip4/217.155.195.176/tcp/9000/p2p/16Uiu2HAm6ry9P1AMMAQKxrExzrmGY68cqg3fyZHdS5CKtYVQS7zR,p2p,2020-10-07T21:47:41Z,,,,,,
